Number_of_seats,Longitude,Latitude
6,144.954492589,-37.81732118
32,144.957813229,-37.81636534
20,144.957813229,-37.81636534
20,144.957813229,-37.81636534
52,144.956668799,-37.81651427
8,144.956773994,-37.81695942
96,144.956773994,-37.81695942
10,144.957088037,-37.81686865
42,144.957088037,-37.81686865
95,144.960188611,-37.81547268
15,144.959592497,-37.81587957
80,144.9605409,-37.81549904
80,144.958939248,-37.81595642
44,144.958922359,-37.81630648
74,144.958922359,-37.81630648
20,144.962944183,-37.81491487
36,144.962229733,-37.81512975
20,144.962229733,-37.81512975
12,144.962229733,-37.81512975
60,144.961530595,-37.81556194
35,144.961740756,-37.81560551
9,144.961740756,-37.81560551
16,144.961740756,-37.81560551
12,144.961740756,-37.81560551
20,144.961948131,-37.81556036
4,144.961948131,-37.81556036
16,144.962020651,-37.81551671
120,144.961468709,-37.8152325
100,144.961177002,-37.81538817
32,144.961298824,-37.81565401
60,144.964532283,-37.81445406
28,144.964532283,-37.81445406
15,144.964532283,-37.81445406
12,144.964532283,-37.81445406
55,144.964532283,-37.81445406
12,144.964532283,-37.81445406
20,144.964532283,-37.81445406
12,144.964048991,-37.81458812
20,144.964048991,-37.81458812
45,144.964048991,-37.81458812
40,144.963743037,-37.81484304
22,144.964009575,-37.81487655
120,144.964009575,-37.81487655
10,144.964348594,-37.81473293
16,144.964348594,-37.81473293
4,144.964348594,-37.81473293
14,144.964348594,-37.81473293
80,144.965735062,-37.8144111
70,144.965700412,-37.81433534
20,144.965582764,-37.81407743
6,144.967968428,-37.81310923
7,144.967968428,-37.81310923
6,144.967098787,-37.81346756
20,144.966597773,-37.81376503
36,144.967580651,-37.8139078
40,144.968189162,-37.81367486
100,144.969165341,-37.81279907
64,144.968416793,-37.81298798
16,144.970109239,-37.81281454
90,144.968715411,-37.81342961
15,144.968975254,-37.81350285
90,144.972394182,-37.81181004
80,144.971560763,-37.81211855
50,144.971560763,-37.81211855
99,144.971040446,-37.81217956
6,144.970902789,-37.81223392
250,144.971199895,-37.81285806
50,144.971331112,-37.81284117
240,144.971442013,-37.81280958
50,144.972350486,-37.81207815
100,144.972924488,-37.81199352
12,144.954814632,-37.81601898
38,144.955325349,-37.81622847
16,144.955232225,-37.81602499
100,144.955124854,-37.81579102
80,144.956107278,-37.81571393
20,144.955716816,-37.81571633
80,144.955624365,-37.81551354
20,144.95838651,-37.8152735
67,144.95838651,-37.8152735
38,144.959196925,-37.81499762
10,144.959379447,-37.8150902
12,144.959464119,-37.81506553
20,144.95904425,-37.81456798
9,144.960289136,-37.81485954
85,144.960224328,-37.8146799
16,144.959968678,-37.81428585
22,144.959968678,-37.81428585
60,144.959968678,-37.81428585
75,144.958230947,-37.81492637
30,144.962547959,-37.81354034
30,144.961405265,-37.8142907
14,144.961266444,-37.81398752
8,144.962169706,-37.81353635
40,144.96199262,-37.81358649
70,144.96199188,-37.81374372
36,144.961462977,-37.81377588
35,144.961393695,-37.81379622
22,144.961204291,-37.8138513
15,144.961204291,-37.8138513
14,144.960680401,-37.81402844
20,144.960680401,-37.81402844
100,144.96076988,-37.81429327
25,144.96328793,-37.81360425
70,144.96328793,-37.81360425
75,144.964646913,-37.81288667
230,144.964999342,-37.81309229
32,144.965038679,-37.81289706
42,144.964994303,-37.81279567
80,144.966295201,-37.81272047
56,144.966295201,-37.81272047
20,144.966295201,-37.81272047
14,144.966295201,-37.81272047
70,144.966737544,-37.81291317
75,144.967276794,-37.8124312
60,144.967276794,-37.8124312
100,144.96761467,-37.8126976
50,144.967647913,-37.81246709
50,144.96753074,-37.81225907
80,144.967512012,-37.81222179
60,144.967567785,-37.8123356
70,144.968535938,-37.8120612
15,144.968738687,-37.81235798
7,144.969777781,-37.81170307
80,144.970170319,-37.81194604
240,144.970248485,-37.81191058
100,144.970047898,-37.8115871
90,144.969010095,-37.81158808
85,144.96884075,-37.81159792
150,144.969403123,-37.81175137
3,144.968139099,-37.81199369
46,144.968187861,-37.8122734
50,144.968207446,-37.81231992
130,144.971007444,-37.81168307
12,144.971978091,-37.81136083
34,144.972362699,-37.811289
45,144.972555432,-37.8112354
14,144.972555432,-37.8112354
200,144.972676047,-37.8112003
100,144.971016671,-37.81143576
27,144.97132421,-37.81131159
35,144.97132421,-37.81131159
30,144.971505892,-37.81083595
16,144.971363021,-37.81092017
55,144.971109237,-37.81101377
45,144.972465093,-37.81099169
30,144.972465093,-37.81099169
140,144.972429051,-37.8109513
40,144.954968485,-37.8153875
38,144.954856943,-37.81514661
1,144.954856943,-37.81514661
85,144.954738878,-37.81488258
50,144.954571963,-37.81537459
80,144.955280339,-37.81472953
50,144.955307043,-37.81478641
60,144.955669415,-37.81501703
40,144.955669415,-37.81501703
200,144.957146993,-37.8142782
4,144.959754264,-37.81355361
100,144.960969765,-37.81338298
60,144.960907988,-37.81323451
70,144.961167348,-37.81318202
30,144.961214978,-37.81328955
8,144.961012112,-37.81288006
14,144.961012112,-37.81288006
26,144.961012112,-37.81288006
34,144.961073524,-37.81359799
18,144.961073524,-37.81359799
20,144.961073524,-37.81359799
20,144.961328272,-37.81354346
30,144.960469742,-37.81352286
24,144.960469742,-37.81352286
4,144.962878274,-37.81261442
12,144.962878274,-37.81261442
15,144.964307573,-37.81205872
28,144.964804327,-37.81244693
18,144.964736482,-37.81230108
90,144.96467275,-37.81216387
50,144.964602124,-37.81201046
70,144.966130194,-37.81188095
110,144.966630508,-37.8112684
80,144.966576514,-37.81128456
52,144.965602986,-37.81213633
120,144.966218178,-37.81204418
90,144.966540838,-37.81199247
48,144.96716673,-37.81140864
200,144.965250407,-37.81199559
50,144.965250407,-37.81199559
100,144.965770435,-37.81206133
95,144.966991111,-37.81162502
80,144.965872688,-37.81222127
100,144.968915202,-37.81104301
40,144.969545849,-37.81093839
90,144.969520588,-37.81051106
10,144.969451269,-37.81037184
20,144.968676942,-37.81072687
80,144.968530035,-37.81098009
35,144.968530035,-37.81098009
180,144.969075566,-37.81124441
50,144.967644371,-37.81098272
80,144.967994748,-37.81132789
70,144.967994748,-37.81132789
6,144.969484379,-37.81044353
8,144.968152933,-37.81081665
90,144.970496185,-37.81055707
7,144.971531265,-37.80981882
27,144.971531265,-37.80981882
17,144.970714921,-37.81005686
230,144.970974915,-37.81068514
54,144.9710753,-37.81036225
18,144.972059426,-37.81012699
8,144.972059426,-37.81012699
12,144.954822193,-37.81349786
150,144.955140896,-37.814067
26,144.955877918,-37.81385045
53,144.955877918,-37.81385045
20,144.956421699,-37.81365662
8,144.956421699,-37.81365662
35,144.956421699,-37.81365662
31,144.956697877,-37.81317907
120,144.956697877,-37.81317907
8,144.956583734,-37.81292397
240,144.956583734,-37.81292397
12,144.956016943,-37.8134766
8,144.956016943,-37.8134766
20,144.956016943,-37.8134766
11,144.956016943,-37.8134766
45,144.956016943,-37.8134766
10,144.956016943,-37.8134766
100,144.956016943,-37.8134766
9,144.956016943,-37.8134766
33,144.956016943,-37.8134766
9,144.956016943,-37.8134766
8,144.96039363,-37.81210735
44,144.96039363,-37.81210735
35,144.960530614,-37.81240787
55,144.961456114,-37.81220274
16,144.960341115,-37.81187439
12,144.960341115,-37.81187439
22,144.960341115,-37.81187439
90,144.965703405,-37.810658
20,144.965703405,-37.810658
20,144.965703405,-37.810658
34,144.965703405,-37.810658
70,144.965703405,-37.810658
18,144.965703405,-37.810658
10,144.965703405,-37.810658
50,144.965703405,-37.810658
50,144.965703405,-37.810658
8,144.965703405,-37.810658
16,144.965703405,-37.810658
100,144.965703405,-37.810658
50,144.965703405,-37.810658
150,144.968906595,-37.80938323
200,144.968906595,-37.80938323
90,144.969165764,-37.80987617
40,144.968649277,-37.80946476
40,144.967159059,-37.81011116
300,144.969975632,-37.80941489
12,144.970732474,-37.8091842
19,144.970732474,-37.8091842
44,144.970732474,-37.8091842
28,144.970732474,-37.8091842
40,144.970732474,-37.8091842
30,144.970732474,-37.8091842
20,144.970732474,-37.8091842
60,144.952896215,-37.81327283
15,144.952896215,-37.81327283
4,144.95323418,-37.81359291
15,144.952005787,-37.81359993
4,144.954274515,-37.81261513
80,144.955885532,-37.81244731
90,144.955299517,-37.81251859
40,144.955299517,-37.81251859
90,144.956447373,-37.81270785
15,144.958660132,-37.81145082
130,144.958660132,-37.81145082
8,144.961208129,-37.81067436
60,144.960828948,-37.81074698
160,144.960508619,-37.81081439
40,144.959644337,-37.81107018
70,144.959674818,-37.81181165
150,144.963018946,-37.81073332
4,144.963018946,-37.81073332
40,144.963018946,-37.81073332
68,144.963018946,-37.81073332
115,144.963018946,-37.81073332
18,144.963018946,-37.81073332
15,144.963018946,-37.81073332
36,144.963018946,-37.81073332
104,144.963018946,-37.81073332
20,144.963018946,-37.81073332
8,144.963018946,-37.81073332
20,144.963018946,-37.81073332
200,144.963996879,-37.81152964
20,144.964263747,-37.8112271
70,144.964193827,-37.81107765
16,144.964047536,-37.81076317
23,144.963750646,-37.8103651
64,144.963750646,-37.8103651
250,144.967558025,-37.80889245
12,144.968828389,-37.80893166
45,144.968788021,-37.80884782
50,144.96876256,-37.80879339
22,144.968724398,-37.80874125
20,144.966971963,-37.80966479
8,144.953514194,-37.81214527
7,144.953598916,-37.81229604
100,144.95668855,-37.81146268
4,144.959277576,-37.81067976
35,144.959277576,-37.81067976
15,144.960434874,-37.81010387
70,144.960434874,-37.81010387
52,144.959237728,-37.81024912
14,144.96133387,-37.8093373
6,144.96234092,-37.80965593
14,144.963419782,-37.80945732
75,144.963179667,-37.80895593
165,144.968026688,-37.8078604
17,144.96645754,-37.80822377
40,144.96645754,-37.80822377
30,144.950945729,-37.81132597
6,144.956120659,-37.81032299
102,144.959996937,-37.80914343
40,144.959153494,-37.80895995
36,144.96100699,-37.80862891
30,144.961762777,-37.80816923
140,144.96292791,-37.80845893
20,144.962591819,-37.80805077
8,144.96267083,-37.80779355
26,144.957239458,-37.80745984
6,144.957239458,-37.80745984
10,144.957239458,-37.80745984
8,144.957239458,-37.80745984
56,144.959791653,-37.80760291
60,144.959633135,-37.80750344
96,144.959552586,-37.80735265
50,144.958936666,-37.80819713
8,144.958371057,-37.80792152
40,144.95995078,-37.80794087
2,144.959988228,-37.80802361
8,144.961136824,-37.80732811
20,144.962090724,-37.80728963
80,144.960183663,-37.80671488
60,144.960183663,-37.80671488
30,144.964899927,-37.79668021
70,144.96575408,-37.79725532
8,144.964765295,-37.79899938
42,144.96672693,-37.79886072
16,144.96664639,-37.80043187
48,144.966701694,-37.80027987
80,144.96674101,-37.80004558
14,144.966770023,-37.79986755
10,144.966783396,-37.79978368
15,144.966868009,-37.79929755
48,144.966868009,-37.79929755
25,144.966910376,-37.79905377
70,144.966910376,-37.79905377
65,144.967079232,-37.79817948
35,144.967125796,-37.79777439
8,144.967133682,-37.79786036
4,144.96816453,-37.79698295
10,144.969271214,-37.79771074
6,144.969664371,-37.79770929
100,144.96849197,-37.79837995
180,144.968707883,-37.79750574
32,144.968020724,-37.79844782
56,144.968178873,-37.79803089
10,144.967643732,-37.79828024
60,144.968443772,-37.7989855
180,144.967880042,-37.80059699
34,144.96749287,-37.79916379
28,144.967473535,-37.79932164
16,144.967473535,-37.79932164
70,144.96751044,-37.79953749
30,144.967600038,-37.79962339
20,144.967333824,-37.80013942
60,144.971058191,-37.79776853
120,144.97085452,-37.79723715
15,144.971074141,-37.79585696
4,144.97118346,-37.79518777
23,144.971174487,-37.79523278
4,144.971149752,-37.7953809
70,144.971132922,-37.79547646
108,144.971229474,-37.79476659
9,144.97513448,-37.79439894
70,144.974922104,-37.79568657
70,144.95840992,-37.80041082
9,144.958024575,-37.80033364
21,144.959280658,-37.80023307
11,144.959233022,-37.80185779
30,144.962208973,-37.80045792
40,144.962208973,-37.80045792
30,144.963642273,-37.8006201
40,144.965103667,-37.80077102
36,144.965103667,-37.80077102
27,144.964311868,-37.80188571
60,144.966445958,-37.80178513
25,144.966469155,-37.80165695
95,144.966469155,-37.80165695
100,144.966502283,-37.80144577
100,144.966502283,-37.80144577
68,144.966449581,-37.80128848
65,144.967168406,-37.80113981
75,144.967160526,-37.80118693
28,144.96724635,-37.80158026
30,144.967236492,-37.80162591
28,144.967209204,-37.80180395
30,144.967189245,-37.80191702
26,144.968597497,-37.80116198
24,144.971635529,-37.80401883
24,144.966813835,-37.803305
150,144.966769855,-37.80344164
44,144.966736973,-37.80366897
180,144.966723109,-37.803783
20,144.966683161,-37.80403394
50,144.966683161,-37.80403394
20,144.966699264,-37.80443778
22,144.966699264,-37.80443778
100,144.966699264,-37.80443778
12,144.966699264,-37.80443778
12,144.966699264,-37.80443778
30,144.966699264,-37.80443778
12,144.966699264,-37.80443778
12,144.966699264,-37.80443778
30,144.966699264,-37.80443778
70,144.967185782,-37.80324285
90,144.965949788,-37.80467681
96,144.965974388,-37.80449163
100,144.966024132,-37.80415049
20,144.966024132,-37.80415049
45,144.966034244,-37.80408996
75,144.966065737,-37.80397184
36,144.966075031,-37.80391066
75,144.966098436,-37.80378356
14,144.966112715,-37.80369873
30,144.966112715,-37.80369873
16,144.964294801,-37.80444614
8,144.964294801,-37.80444614
49,144.963640238,-37.80430744
12,144.963640238,-37.80430744
150,144.960915975,-37.80243195
20,144.961335235,-37.80242146
36,144.958519441,-37.80307841
12,144.960038067,-37.8044181
9,144.959925615,-37.80440558
36,144.964279088,-37.80543863
320,144.964175979,-37.8064973
3,144.963512821,-37.80555215
66,144.965638603,-37.80673947
38,144.965421173,-37.80670799
30,144.966574715,-37.80530329
70,144.968594372,-37.80578725
46,144.961246791,-37.79739811
6,144.961246791,-37.79739811
30,144.961246791,-37.79739811
8,144.961246791,-37.79739811
6,144.961246791,-37.79739811
5,144.961246791,-37.79739811
60,144.961246791,-37.79739811
24,144.961246791,-37.79739811
9,144.938197955,-37.79557663
2,144.93765734,-37.7972278
10,144.942119269,-37.79717256
10,144.946696482,-37.79823272
16,144.946506897,-37.798728
12,144.947138464,-37.80252643
4,144.944794954,-37.80234576
190,144.943356309,-37.80205261
11,144.942931952,-37.80430273
25,144.943097117,-37.80339727
25,144.948978883,-37.80488639
25,144.948970563,-37.80473152
34,144.949042268,-37.80463699
20,144.949042268,-37.80463699
9,144.949070924,-37.80434881
20,144.948881767,-37.80430161
56,144.948906778,-37.80414139
16,144.949085094,-37.80412429
30,144.94904756,-37.80390824
12,144.949041444,-37.80386264
8,144.949041444,-37.80386264
6,144.949406231,-37.80260762
12,144.949406231,-37.80260762
60,144.949613925,-37.80114341
50,144.950270141,-37.79681785
30,144.948423774,-37.79508315
22,144.950043942,-37.80411038
18,144.949722492,-37.80435713
30,144.949722492,-37.80435713
38,144.949568866,-37.80483255
12,144.94958097,-37.80489366
3,144.94958097,-37.80489366
14,144.949551728,-37.80497299
200,144.951459066,-37.80370014
2,144.953810333,-37.80377296
50,144.952776989,-37.80357227
6,144.952776989,-37.80357227
35,144.954315159,-37.80378631
118,144.954134062,-37.80544377
64,144.956661917,-37.80444772
60,144.956459881,-37.80519938
50,144.956896764,-37.80575442
32,144.957390175,-37.80580455
15,144.958148436,-37.80444251
35,144.951485362,-37.80284239
159,144.949955733,-37.80287733
30,144.950662439,-37.8028658
60,144.954461061,-37.80204173
40,144.954017777,-37.80139544
160,144.953034983,-37.8008985
60,144.954319021,-37.79972971
213,144.953347265,-37.79895071
35,144.952986954,-37.79866485
60,144.949961551,-37.80546579
10,144.949576575,-37.80538455
56,144.949576575,-37.80538455
60,144.95136641,-37.80562951
15,144.948273221,-37.80844822
55,144.948273221,-37.80844822
32,144.947787115,-37.80811106
20,144.946067556,-37.80936191
10,144.948632875,-37.80883465
40,144.94923026,-37.80841835
50,144.952039345,-37.80775631
16,144.952404057,-37.80751845
30,144.954768064,-37.8059984
4,144.955603679,-37.80606639
6,144.955603679,-37.80606639
18,144.95168539,-37.80886049
30,144.949831995,-37.81042625
16,144.916507441,-37.80087211
48,144.931523257,-37.79484451
12,144.931523257,-37.79484451
8,144.929507139,-37.79455811
3760,144.912765684,-37.78908156
24,144.988184307,-37.81575788
35,144.988184307,-37.81575788
20,144.985591504,-37.81618515
30,144.987630048,-37.81638646
16,144.988138507,-37.81042804
66,144.984115363,-37.80970632
8,144.985625397,-37.81004657
46,144.985625397,-37.81004657
72,144.984302479,-37.81583642
50,144.984514445,-37.81593696
9,144.984834144,-37.81608794
15,144.984834144,-37.81608794
86,144.980455713,-37.81296163
10,144.978704823,-37.80963919
53,144.974680137,-37.80907046
9,144.977894564,-37.80895362
47,144.975745597,-37.81162322
275,144.976509827,-37.81131183
175,144.983309493,-37.8199049
50,144.98016669,-37.82175038
4920,144.98016669,-37.82175038
74,144.982383339,-37.82487696
150,144.982383339,-37.82487696
16,144.973825232,-37.81890664
80,144.975513856,-37.83506751
55,144.975719751,-37.83548348
18,144.975942022,-37.83587065
8,144.976209813,-37.83627473
64,144.976762391,-37.8373358
62,144.977042767,-37.83774553
8,144.977193144,-37.83854243
354,144.980948932,-37.84736376
24,144.979819068,-37.8455379
18,144.979819068,-37.8455379
8,144.979819068,-37.8455379
8,144.979819068,-37.8455379
76,144.979819068,-37.8455379
24,144.979819068,-37.8455379
26,144.98005915,-37.84607473
84,144.980378179,-37.84685298
30,144.980378179,-37.84685298
70,144.96695911,-37.82712781
50,144.96695911,-37.82712781
16,144.967969453,-37.82843322
31,144.966156933,-37.82967462
